id,movielens_id,title,original_title,overview,release_date,release_year,runtime,original_language,production_countries,poster_path,backdrop_path,trailer_url,adult
321258,151639,더 보이,The Boy,"그레타(로렌 코핸)는 어두운 과거에서 벗어나 새 출발을 하기 위해 외딴 마을의 대저택에 유모로 들어간다.  그러나 노부부(짐 노튼&다이아나 하드캐슬)가 아들 브람스라며 소개한 건 소년 인형.  장난이라는 의심과 달리 부부는 너무나 진지한 태도로 인형을 대하고, 심지어 10가지 규칙을 꼭 지켜야 한다고 당부한 후 여행을 떠난다.  대저택에 인형 브람스와 단둘이 남게 된 그레타는 자꾸만 일어나는 기이한 사건들을 겪으며 점점 인형이 살아있다고 믿게 되는데…",2016-01-22,2016,97,en,"[""US""]",/rqgFqbYeth6TilCvh697rvCqWku.jpg,/mRUW8rmpCS2kH22eihPbbMIbFxU.jpg,https://www.youtube.com/watch?v=jfhHg3eeqS0,false
629542,272407,배드 가이즈,The Bad Guys,"작전 설계부터 금고 해제, 해킹, 액션, 위장까지 완벽한 팀플레이를 펼치는 자타공인 최고의 나쁜 녀석들이 한순간의 실수로 체포된다.  하지만 그들도 착해질 수 있다는 ‘마멀레이드 박사’의 주장으로 나쁜 녀석들은 바른 생활 갓생 프로젝트에 투입되고, 이들은 다시 한번 자유의 몸을 위해 태어나 처음으로 바른 생활에 도전하게 되는데…  나쁜 녀석들의 사상 초유 바른 생활 갓생 프로젝트가 시작된다!",2022-03-17,2022,100,en,"[""US""]",/x6KSvale7iuxLhsrEfhYNoICyfK.jpg,/9IDJpHROaC0S1ZlIxrvzOcOX5yC.jpg,https://www.youtube.com/watch?v=zpDuBXB_glk,false
398818,168492,콜 미 바이 유어 네임,Call Me by Your Name,"17살 소년 엘리오의 가족은 매년 여름 손님을 받는다. 엘리오의 아버지 펄먼 교수의 일을 돕는 보조 연구원은 6주 동안 이곳에 머물며 사람들과 어울리고 자유로운 식사, 일광욕과 수영을 즐긴다. 올해 집을 찾은 24살 올리버는 모든 사람이 호감을 갖는 사람이다. 하지만 엘리오의 감정은 좀더 특별하다. 처음 보는 순간부터 그를 의식했고, 그 실체가 동성에게 품은 사랑임을 깨달은 후에는 적대감을 갖고 있는 것처럼 군다. 하지만 엘리오가 자신의 진짜 속내를 내비친 후 두 사람은 서로의 마음이 같다는 것을 알게 된다.",2017-10-01,2017,132,en,"[""BR"",""FR"",""IT"",""US""]",/guzNdgRjANTBDkTRYGqgzFOgSWx.jpg,/fwf4L3r2ZU9ptOB9nOo5nuVLo1i.jpg,https://www.youtube.com/watch?v=Z9AYPxH5NTM,false
76338,106072,토르: 다크 월드,Thor: The Dark World,"어벤져스의 뉴욕 사건 후, 다시 신들의 고향인 아스가르드 왕국으로 돌아간 토르와 로키. 지구를 위협한 로키는 지하 감옥에 갇히고, 토르는 아버지 오딘과 함께 우주의 질서를 재정립하기 위해 나선다. 1년 후, 지구에 혼자 남은 제인은 우연히 태초부터 존재해왔던 어둠의 종족 다크 엘프의 무기 에테르를 얻게 된다. 이 사실을 안 다크엘프의 리더 말레키스는 에테르를 되찾기 위해 제인과 아스가르드를 공격하고, 토르는 사랑하는 여인 제인과 아스가르드 왕국을 지키기 위해 로키에게 위험한 동맹을 제안하게 된다.",2013-10-30,2013,112,en,"[""US""]",/tcJSE6OVDGE8LOqOWmBnvfEyidy.jpg,/5QEOy0QEpad9QsXeMxuGHPXMale.jpg,https://www.youtube.com/watch?v=npvJ9FTgZbM,false
843,4144,화양연화,花樣年華,"홍콩의 지역 매일 신문 편집장인 초 모완, 수출회사의 비서로 근무하는 수 리첸. 둘은 상하이 지역의 한 건물로 같은 날 이사하게 된다. 이사 날부터 의도치 않게 오가며 자주 부딪히게 되는 두 사람. 둘 다 가정이 있지만 어쩐지 배우자들은 자리를 비우는 날이 더 많고 두 사람의 외로움은 서로에게 낯설지 않게 다가와 둘을 가깝게 한다. 두 사람은 점점 감정이 깊어질수록 겉으로는 더욱 조심스러워지고 예견되어 있는 이별 앞에 마음이 혼란스럽고, 서로의 자리에서 마음으로 바라는 그들의 사랑은 애절하기만 하다.",2000-09-29,2000,97,cn,"[""HK"",""FR""]",/mjkr1IamzDiL5mLIbnuhiYOXLqg.jpg,/ffQFnAUm2Uu4RU0nijpjPRf9TBT.jpg,https://www.youtube.com/watch?v=rc3QleuaQMw,false
185,1206,시계태엽 오렌지,A Clockwork Orange,"10대 소년 알렉스는 친구들과 극악한 비행을 저지르고 다닌다. 어느 날 차를 훔쳐 드라이브를 즐기던 이들은 작가 알렉산더의 집을 습격해 그를 폭행하고 그의 아내를 강간한다. 이튿날 알렉스는 불평을 늘어놓는 친구들을 힘으로 제압하고 자신이 무리의 리더임을 확인시킨다. 그날 밤 알렉스는 한 저택에 침입해 집주인을 죽이고 도망치던 중 친구들의 배신으로 문 앞에 쓰러진다. 검거된 알렉스는 살인죄로 14년형을 언도받는다. 2년 뒤, 알렉스는 좀 더 빨리 감옥 밖으로 나오고 싶은 마음에 재소자에게 약물과 충격요법으로 범죄에 대한 혐오를 불러일으키는 교화 방법인 루도비코 갱생 프로그램에 자원하는데...",1971-10-28,1971,137,en,"[""GB"",""US""]",/oYa39Fjs8AgaaHMimGdBj8PiG6h.jpg,/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg,https://www.youtube.com/watch?v=T54uZPI4Z8A,false
293670,159061,곡성,곡성,"낯선 외지인이 나타난 후 벌어지는 의문의 연쇄 사건들로 마을이 발칵 뒤집힌다. 경찰은 집단 야생 버섯 중독으로 잠정적 결론을 내리지만  모든 사건의 원인이 그 외지인 때문이라는 소문과 의심이 걷잡을 수 없이 퍼져 나간다. 경찰 종구는 현장을 목격했다는 여인 무명을 만나면서  외지인에 대한 소문을 확신하기 시작한다. 딸 효진이 피해자들과 비슷한 증상으로 아파오기 시작하자 다급해진 종구. 외지인을 찾아 난동을 부리고, 무속인 일광을 불러들이는데...",2016-05-12,2016,156,ko,"[""KR"",""US""]",/k9AKtgRErXjz14lFHL2IJVCgwOT.jpg,/9qxBNfI1QFbiZS62fsgaUd563t2.jpg,https://www.youtube.com/watch?v=VUWAgbXSJ4Y,false
916224,281188,스즈메의 문단속,すずめの戸締まり,"“이 근처에 폐허 없니? 문을 찾고 있어” 규슈의 한적한 마을에 살고 있는 소녀 ‘스즈메’는 문을 찾아 여행 중인 청년 ‘소타’를 만난다. 그의 뒤를 쫓아 산속 폐허에서 발견한 낡은 문. ‘스즈메’가 무언가에 이끌리듯 문을 열자 마을에 재난의 위기가 닥쳐오고 가문 대대로 문 너머의 재난을 봉인하는 ‘소타’를 도와 간신히 문을 닫는다. “닫아야만 하잖아요, 여기를!” 재난을 막았다는 안도감도 잠시, 수수께끼의 고양이 ‘다이진’이 나타나 ‘소타’를 의자로 바꿔 버리고 일본 각지의 폐허에 재난을 부르는 문이 열리기 시작하자 ‘스즈메’는 의자가 된 ‘소타’와 함께 재난을 막기 위한 여정에 나선다. “꿈이 아니었어” 규슈, 시코쿠, 고베, 도쿄 재난을 막기 위해 일본 전역을 돌며 필사적으로 문을 닫아가던 중 어릴 적 고향에 닿은 ‘스즈메’는 잊고 있던 진실과 마주하게 되는데…",2022-11-11,2022,121,ja,"[""JP""]",/95cnAy1nqjoEev1YkaXrSf0NDa1.jpg,/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg,https://www.youtube.com/watch?v=g0JMPkn7Wuo,false
166428,196417,드래곤 길들이기 3,How to Train Your Dragon: The Hidden World,"영원한 친구 히컵과 투슬리스의 활약으로 사람과 드래곤이 공존하며 평화롭게 살아가는 버크섬. 새로운 드래곤 ‘라이트 퓨어리’를 쫓아간 투슬리스를 찾다가 히컵은 누구도 찾지 못했던 드래곤의 파라다이스 ‘히든월드’를 우연히 발견하게 된다. 하지만 평화도 잠시, 역대 최악의 드래곤 헌터 그리멜의 등장으로 드래곤들의 안전과 버크섬의 평화까지 위협받기 시작하는데…",2019-01-03,2019,104,en,"[""US""]",/51HTWy1h5a2cbXC9gKYGOt2YQBV.jpg,/h3KN24PrOheHVYs9ypuOIdFBEpX.jpg,https://www.youtube.com/watch?v=5DEdq57E5ls,false
157353,110730,트랜센던스,Transcendence,"인류가 수억 년에 걸쳐 이룬 지적능력을 초월하고 자각능력까지 가진 슈퍼컴 ‘트랜센던스’의 완성을 목전에 둔 천재 과학자 ‘윌’(조니 뎁)은 기술의 발전은 인류의 멸망이라 주장하는 반(反) 과학단체 ‘RIFT’의 공격을 당해 목숨을 잃는다. 연인 ‘에블린’(레베카 홀)은 윌의 뇌를 컴퓨터에 업로드 시켜 그를 살리는데 성공하지만, 또 다른 힘을 얻은 그는 온라인에 접속해 자신의 영역을 전 세계로 넓혀가기 시작하는데…",2014-04-16,2014,119,en,"[""US""]",/3IQUcmHCcefQOYoFg0coyObjyDl.jpg,/ypuD6ZsupyVV1ElNSIPz2BooIlX.jpg,https://www.youtube.com/watch?v=QheoYw1BKJ4,false
954,648,미션 임파서블,Mission: Impossible,동유럽 첩보원들의 비밀 명단을 훔쳐 무기상에 팔아 넘기려는 음모를 막기 위해 짐 펠프스가 이끄는 CIA 최고의 팀 미션 임파서블이 투입된다. 그러나 대사관 파티에 잠입하여 동료들과 함께 작전을 수행하던 중 팀의 리더였던 이단 헌트만이 구사일생으로 혼자 살아 남는다. 곧 이어 본부에 연락을 취한 헌트는 이번 작전이 CIA 내에 침투한 이중간첩의 체포작전이라는 것과 자신이 범인으로 지목된 것을 알고 재빨리 피신한다. 그는 자신을 함정에 빠뜨리고 동료들을 살해한 진짜 범인을 찾기 위해 나선다. 마침내 그는 컴퓨터의 접속암호를 풀어 무기 밀매상인 맥스와 연락을 취하는데...,1996-05-22,1996,110,en,"[""US""]",/6vDaYhZypJzd8r0NnSY2JPIX6Y5.jpg,/eDtsTxALld2gPw9lO1hQIJXqMHu.jpg,https://www.youtube.com/watch?v=L8Pbjh4EZRk,false
9323,741,공각기동대,GHOST IN THE SHELL,"때는 서기 2029년, 아시아의 뉴포트라는 도시. 인간의 뇌도 통신 네트워크의 일부가 된 사회에서 가장 극악한 범죄는 고스트 해킹이다. 인간의 정체성을 규명하는 광의의 영혼을 뜻하는 고스트를 해킹해 타인의 기억 등을 조작하고 변경시키는 것. 인형사라 불리는 정체불명의 악명 높은 고스트 해커가 유럽에서 뉴포트로 주활동 무대를 옮겼다는 소식이 들린다. 이를 막기 위해 외교상 일어나는 국제범죄, 테러 등에 대해 정보수집과 감사를 행하는 정보기관 공안 6과와 쿠사나기 모토코 소령을 중심으로 한 공안 9과는 조사에 나선다",1995-11-18,1995,83,ja,"[""JP"",""GB""]",/piOTBFKd67p3ASodBjq5eOT8c4I.jpg,/jIpagj2Dud9g3ZVJFvaWikEWsYz.jpg,https://www.youtube.com/watch?v=8RF09G8Ymqg,false
484641,202934,안나,Anna,"모스크바 시장에서 마트료시카를 판매하던 안나(사샤 루스)는 파리의 모델 에이전트로부터 스카우트 제의를 받는다. 우연한 기회로 파리에서 모델 활동을 하며 새로운 생활에 적응하는 듯한 안나. 하지만 이 모든 과정은 소련 비밀경찰 KGB의 지휘 아래 철저히 계획된 일이며, 안나 역시 각종 훈련과 테스트를 거친 KGB 정예 요원이다. 이중생활을 하며 KGB에서 내려주는 임무를 하나씩 수행해가는 안나의 목표는 오직 하나, 자유로운 삶이다. 자유를 위해 고군분투하는 안나 앞에 미국 CIA 요원 레너드(킬리언 머피)가 등장하며 여러 가지 사건과 관계에 얽히는데...",2019-06-19,2019,119,en,"[""FR"",""GP"",""RU"",""RS"",""US""]",/A5HzidYQQrxuLqgM06MEemjm0Qc.jpg,/xavGKawUyXPWAa6JTUkFzaRXMPF.jpg,https://www.youtube.com/watch?v=oZSMV-NDH4w,false
10527,62999,마다가스카 2,Madagascar: Escape 2 Africa,"마다가스카 섬에서 좌충우돌 모험을 끝낸 뉴요커 4인방 사자 알렉스(벤 스틸러), 얼룩말 마티(크리스 락), 기린 멜먼(데이빗 쉼머), 하마 글로리아(제이다 핀켓 스미스)는 펭귄 특공대가 제작한 비행기 ‘에어 펭귄’을 타고 뉴욕으로 컴백하던 중 또 다시 미지의 세계에 불시착하게 된다. 이번에는 말로만 듣던 진짜 生 야생 ‘아프리카’! 그들은 각자 헤어졌던 가족, 새친구, 연인을 만나 生 야생에 적응해간다. 그러던 중, 평화롭던 아프리카에 가뭄이 찾아오고 뉴요커 4인방은 혼란에 빠진 아프리카를 구하기 위해 뭉치는데…  과연 함께해도 모자란 이들이 위기의 아프리카를 구할 수 있을까?  그리고 아프리카를 탈출해 무사히 집으로 돌아갈 수 있을까?",2008-10-30,2008,89,en,"[""US""]",/9Yk2lAIye5TUBuibD2EYZGYqhz3.jpg,/r2M9ElkHxEJP7riCFbT5N0uXZTc.jpg,https://www.youtube.com/watch?v=hLVjIhPYq7s,false
10995,7010,연인,L'Amant,"가난한 10대 프랑스 소녀, 부유한 남자를 허락하고 처음으로 육체적 쾌락을 경험하게 된다.  불우한 가정 환경과 자신에 대한 혐오가 더해 갈수록 소녀는 욕망에 빠져들고 격정적인 관능에 몰입한다.  욕정일 뿐 사랑이 아니라고 부정하지만 평생 잊을 수 없는 운명으로 남게 되는데….",1992-01-22,1992,115,fr,"[""FR"",""GB"",""VN""]",/9YgWVUCb8SEFhFxniBHbJGSx7Gf.jpg,/mygq3cQkS4v1MoLxo22KABiK90l.jpg,https://www.youtube.com/watch?v=bUSUfOHwC48,false
348350,187595,한 솔로: 스타워즈 스토리,Solo: A Star Wars Story,"코렐리아 행성에서 노예처럼 일하던 빈민가의 청년 한은 사랑하는 키라와 함께 행성을 탈출할 기회를 노리고 있다. 우주 최고의 파일럿이 되기를 꿈꾸지만 현실은 못된 악당에게 붙들려 밀수꾼 노릇을 하는 중. 우여곡절 끝에 행성을 탈출하지만 키라와 생이별을 하게 된 한은 우주를 떠돌다가 츄바카, 랜도, 베킷 등을 만나 엄청난 가치를 지닌 우주 자원 탈취 작전을 공모하게 된다. 파일럿이 되어 키라 곁으로 돌아갈 궁리만 하던 한의 계획은 드라이덴 보스의 등장과 함께 꼬여만 가는데...",2018-05-15,2018,135,en,"[""US""]",/5p67JC9EbzqeCZ3Ah7ZIiNxrbDG.jpg,/7LZ0K4FsALrt7OeNIGOVLNuKQRU.jpg,https://www.youtube.com/watch?v=jPEYpryMp2s,false
37799,80463,소셜 네트워크,The Social Network,"2003년 가을, 하버드대의 컴퓨터 천재 마크는 비밀 엘리트 클럽의 윈클보스 형제에게 하버드 선남선녀들만 교류할 수 있는 하버드 커넥션 사이트 제작을 의뢰 받는다. 하지만 여기서 획기적인 아이디어를 생각해낸 마크는 인맥 교류 사이트 페이스북을 개발, 절친 왈도의 도움으로 사이트를 오픈한다. 페이스북은 순식간에 모두의 마음을 사로잡고, 유명한 냅스터의 창시자 숀의 참여로 전세계로 번지면서 마크는 기업가치 58조원, 전세계 최연소 억만장자가 된다. 하지만 그 순간 윈클보스 형제는 물론 왈도마저 전대미문의 소송을 제기하는데...",2010-10-01,2010,121,en,"[""US""]",/4WAq2IZuVvWl0Wd1YIgBXdYgXna.jpg,/1GlZNA9L5trst3ItgRiyQTUH1uf.jpg,https://www.youtube.com/watch?v=rBCNU0XT9GY,false
345940,192307,메가로돈,The Meg,"국제 해저 관측 프로그램으로 일환으로 심해를 탐사 중인 해저 탐험대는 정체 모를 거대 생물에게 공격을 당한다. 긴급 투입된 심해 구조 전문가 조나스(제이슨 스타뎀)는 그것이 200만년 전 멸종된 것으로 알려진 ‘메가로돈’임을 주장한다. 아무도 믿으려 하지 않지만, 조나스는 역사상 가장 위대하고 가장 거대한 포식자와 두 번째로 마주하는 것인데…",2018-08-09,2018,113,en,"[""CN"",""US""]",/nJW6nWxQh9vq9RHayZFzuRF9ybj.jpg,/ibKeXahq4JD63z6uWQphqoJLvNw.jpg,https://www.youtube.com/watch?v=b_4uXy2Y1SQ,false
580489,255337,베놈 2: 렛 데어 비 카니지,Venom: Let There Be Carnage,"‘베놈'과 완벽한 파트너가 된 ‘에디 브록' 앞에 ‘클리터스 캐서디'가 ‘카니지'로 등장, 앞으로 닥칠 대혼돈의 세상을 예고한다. 대혼돈의 시대가 시작되고, 악을 악으로 처단할 것인가?",2021-09-30,2021,97,en,"[""US""]",/fHnKlSp28U648O4vm95z86Jw5tT.jpg,/eENEf62tMXbhyVvdcXlnQz2wcuT.jpg,https://www.youtube.com/watch?v=GVwq2HlKYpE,false
454640,203517,앵그리 버드 2: 독수리 왕국의 침공,The Angry Birds Movie 2,호시탐탐 알을 탐내는 식신돼마왕 ‘레너드’를 물리치고 아싸에서 인싸가 된 버드 아일랜드의 악동 히어로 ‘레드’ 평생 앙숙인 이들에게 ‘공공의 적’이 나타났다!  얼음 공격을 퍼붓는 독수리 왕국의 예민 보스 ‘제타’에 맞서기 위해 한 팀으로 뭉친 그들! 과연 이들의 연합 작전은 성공할 수 있을까? 어제는 적! 오늘은 친구? 아슬아슬한 팀플레이가 시작된다!,2019-08-02,2019,97,en,"[""FI"",""US""]",/nY9jJPiMHvYXhhsHel3ahci2xtk.jpg,/k7sE3loFwuU2mqf7FbZBeE3rjBa.jpg,https://www.youtube.com/watch?v=RDj8Y2K0ODA,false
28468,122325,열쇠,La chiave,"1940년, 이태리 파시스트 정권이 제2차 세계대전에 참전하려는 때. 은퇴한 전직교수인 니노는 18살 연하인 미모의 젊은 새 아내 테레사, 그리고 파시스트의 청년 조직인 '검은 샤츠' 당원인 딸 리자와 함께 베니스에서 여생을 보낸다. 젊은 시절, 니노를 열광시켰던 학문과 예술, 고상한 인간 영혼에 대한 관심은 이제 늙은 그에게는 모두 허무한 인생의 과거일 뿐이다. 지금은 젊은 아내를 맘껏 사랑하는 것에서 꺼져가는 삶의 의미를 찾으려 한다.  교수의 젊은 아내로서 정숙함과 근면함으로 교육된 테레사는 니노의 집요한 유혹에도 좀처럼 허물어지지 않는다. 아내를 좀더 개방적이고 성적으로 자유로운 여성으로 만들고 싶은 니노는 일기장에 아내에 대한 은밀한 요구를 기록해서 벽장에 감추고, 그 열쇠를 아내가 매일 청소하는 카페트 밑에 숨긴다. 자연스럽게 남편의 일기를 읽게 된 테레사는 남편의 요구에 놀라지만 어느새 남편이 바라는 여자로 변해간다.  남편이 원했던 남편의 제자 라즈로와의 형식적인 밀회가 시간이 지날수록 그녀의 숨겨진 본능을 자극하게 되자 테레사는 갈등과 죄의식으로 고민하고, 자신의 심리적 변화를 남편에게 알리려고 일기를 쓴다. 겉으로는 서로 모른척 하면서도 서로의 내심을 일기를 써서 전달하는 이상한 '부부게임'이 시작되는데..",1983-10-19,1983,110,it,"[""IT""]",/bnmudxmnY8iVdyaMEfZ9j8D9d17.jpg,/bYbnlh6VXFRtcSX82UMDsBDLB5j.jpg,https://www.youtube.com/watch?v=ss1x2aZ58E4,false
9880,4700,프린세스 다이어리,The Princess Diaries,"미아는 샌프란시스코의 고등학생이다. 영리하지만 수줍음을 많이 타는 미아는 미술가인 어머니 헬렌과 단 둘이 산다. 남들처럼 미아도 로맨틱한 사랑을 꿈꾸지만 부스스한 외모와 수줍음 때문에 친구들로부터 항상 따돌림을 받는다. 그런 그녀에게 뜻밖의 소식이 날아든다. 평생 연락을 끊고 살 줄 알았던 할머니가 온다는 소식이었다. 게다가 할머니는 제노비아라는 나라의 여왕이라고 하지 않는가! 그럼 미아의 신분은?!  세상에나! 남학생들로부터 눈길 한 번 받아보지 못했던 미아는 제노비아의 왕위를 이어갈 공주였던 것이다. 제노비아의 왕자였던 미아의 아버지는 오래 전 어머니와 이혼했고, 미아의 어머니나 할머니도 미아의 장래를 위해서 성인이 되기 전까지는 그녀에게 신분을 알려주지 않기로 했던 것이다. 자신이 공주라는 사실이 믿기지 않는 미아는 갈등에 빠진다. 금붕어 한 마리도 제대로 키우지 못하는 자신이 나라를 통치해야 된다는 사실을 어찌 간단하게 받아들일 수 있을까!  어머니의 설득으로 미아는 제노비아의 독립기념일 무도회 직전까지 공주 레슨을 받기로 하고, 공주가 되느냐 마느냐는 그 후 결정하기로 했다. 그녀의 얼굴과 모습은 빛나는 보석처럼 눈부시게 아름다워지고, 학교에서도 모든 남학생의 시선을 사로잡는다. 그 뿐 아니라 입이 가벼운 미용사 때문에 미아의 비밀이 공개되면서 언론의 카메라 세례를 한 몸에 받게 된다. 그러면서 가장 가까웠던 단짝 친구인 릴리와는 차츰 사이가 멀어진다. 결국, 미아의 갈등이 더욱 심해지는 가운데 해변에서 있었던 미아의 로맨스 장면이 대서특필 되는 사건까지 터지는데... 과연 미아는 제노비아의 독립 기념 무도회 때 어떤 선언을 하게 될지...",2001-08-03,2001,115,en,"[""US""]",/4TPgVxEKTXZ8KQzv9JOp956DOg6.jpg,/d44RH1S9h1iQfhwsX9IX4zxhzjQ.jpg,https://www.youtube.com/watch?v=2CkcwPi20ms,false
460458,265204,레지던트 이블: 라쿤시티,Resident Evil: Welcome to Raccoon City,"거대 제약회사 '엄브렐라'가 철수한 후 폐허가 된 '라쿤시티'. 어릴 적 끔찍한 사건을 겪고 고향을 떠났던 클레어가 돌아온 그날 밤, 라쿤시티는 좀비 바이러스에 감염되어 순식간에 지옥으로 돌변한다. 남은 시간은 7시간, 죽음의 도시를 탈출하라!",2021-11-24,2021,107,en,"[""DE"",""US"",""CA""]",/3d1ij4MEw3h2AZv62C49ysDfuG1.jpg,/wYtEvBmpBRXPdwGgr1gcWiwJSI7.jpg,https://www.youtube.com/watch?v=4q6UGCyHZCI,false
127585,111362,엑스맨: 데이즈 오브 퓨처 패스트,X-Men: Days of Future Past,"돌연변이들을 멸종시키기 위해 제작된 로봇 센티넬이 인간들까지 모조리 말살하는 2023년. 인류의 종말이 코앞에 닥친 상황에서 프로페서X와 매그니토는 과거를 통해 미래의 운명을 바꾸고자 한다. 울버린은 트라스크가 센티넬을 개발하는 것을 막기 위해 1973년으로 보내진다. 1973년의 찰스는 절망에 빠진 채 행크 맥코이와 함께 은둔 생활을 하고 있고, 에릭은 케네디 대통령 암살 용의자로 붙잡혀 펜타곤 지하 깊숙한 곳에 위치한 수용소에 갇혀 있다.",2014-05-15,2014,134,en,"[""US""]",/zm5zanw86TX2T7qJNTKilL3x3S8.jpg,/3czpqXzFy5UcNuD1AubecRLWkwD.jpg,https://www.youtube.com/watch?v=gsjtg7m1MMM,false
86331,107537,Q - 섹스힐링,Q,"자유분방하게 살아온 세실(데보라 레비)은 아버지를 떠나 보낸 상실감에 스스로를 학대하듯 처음 보는 남자 매트(고완 디디)를 유혹하며 도발적인 성적 유희에 빠져든다. 마치 활화산 같은 욕망의 분출이 자신의 해방구인 것처럼.  치명적인 유혹을 즐기듯 거침없이 몸을 던지는 세실은 연인 찬스(조니 아마로)와도 온몸을 사르는 불 같은 사랑에 빠져보지만 굶주린 욕망은 좀처럼 채워지지 않는다. 마찬가지로 출구 없는 삶에서 뜨거운 열정을 숨기듯 안고 사는 앨리스(헬렌 짐머)는 자신의 욕망을 대리 분출시키려는 세실로 인해 아슬아슬해서 더욱 위험한 욕망에 사로잡힌다. 결국 세실과 앨리스는 대담하게도 섹스리스 커플을 치료하는 ‘섹스힐링’에 나서고, 급기야는 친구들과 함께 집단 매춘에 뛰어들어 끝간 데를 모를 욕망의 화신들로 변해가는데…",2011-10-06,2011,101,fr,"[""FR""]",/flhv2fsi2b3tpjJzTtfz6GTIVTi.jpg,/zbTaYrQzZaaEf1SZlv3RTZiUvZw.jpg,\N,false
928358,282663,그랑 쥬테: 은밀한 몸짓,Grand Jeté,"유명한 발레 무용수로 활동했던 나자는 스스로에 대한 통제와 혹독한 훈련으로 자신을 끝없는 고통 속으로 몰아갔다. 그러나 현재 발레 교사로서의 삶은 나자의 어떤 공허함을 채울 수가 없다. 그녀는 새로운 삶을 찾기 위해 어머니가 있는 곳으로 돌아가 10대에 낳아 어머니 손에서 키운 자신의 아들 마리오를 만난다. 둘은 서로를 낯선 이처럼 느끼며 강하게 이끌리고 도덕적 관습을 뛰어넘는 강렬한 관계로 발전한다. 그러나, 이 만남은 각자 자기 자신만을 인식하기 위한 몸부림으로 변하기 시작한다.",2022-09-20,2022,105,de,"[""DE""]",/7pw6mRwsJDHgwnf4wSUsaEHtnB0.jpg,/D2ppnImxdDinPEYJzmW2dZmnjA.jpg,https://www.youtube.com/watch?v=xz7SwtnM0KY,false
665,1287,벤허,Ben-Hur,"서기 26년, 로마 제국 시대 유다 벤허(찰톤 헤스톤)는 예루살렘의 제일 가는 유태 귀족이다. 어느 날 로마의 지배하에 있던 이스라엘에 새로운 총독이 부임해오고, 그를 보좌하는 주둔 사령관으로 벤허의 옛 친구인 멧살라(스티븐 보이드)가 임명된다. 그러나, 어린 시절과는 달리 로마와 이스라엘이라는 적대적인 상황에 의해 둘 사이의 우정에 금이 가게 되고, 신임 총독의 부임 축하 행진 중 벤허의 여동생 티자(캐시 오도넬)의 실수로 총독이 부상을 당하는 사건이 발생한다. 멧살라는 유다의 계획적인 범행으로 몰아 벤허 가족을 잡아들이고, 벤허는 모든 것을 잃은 채 노예로 팔려가게 되는데...",1959-11-18,1959,212,en,"[""US""]",/sIsKjPdbtPouiehJUowKRQ4bzuw.jpg,/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg,https://www.youtube.com/watch?v=f2y1gDeZ230,false
343611,165347,잭 리처: 네버 고 백,Jack Reacher: Never Go Back,군사 스파이 혐의로 자신의 후임인 수잔 터너 소령이 체포되자  잭 리처만이 그녀의 무죄를 확신하고 탈출을 돕는다. 사건의 진실을 파헤치던 중 관련된 사람들이 잇따라 살해 당하기 시작하고  잭 리처는 이 모든 사건의 배후에 누군가가 존재한다는 것을 알게 되는데...,2016-10-19,2016,118,en,"[""CN"",""US""]",/jIhdOizM2SOiNzOU6jgiC9t3Qjc.jpg,/ww1eIoywghjoMzRLRIcbJLuKnJH.jpg,https://www.youtube.com/watch?v=DTBcGQWmQ1c,false
76,215,비포 선라이즈,Before Sunrise,"프랑스 파리의 소르본느 대학생인 셀린느는 헝가리 부다페스트에 사는 할머니를 만나고, 가을 학기 개강에 맞춰 파리로 돌아가는 길이다. 셀린느는 옆자리의 독일인 부부가 시끄럽게 말다툼하는 소리를 피해 뒷좌석으로 자리를 옮기는데, 거기서 제시라는 미국인 청년과 우연히 얘기를 나누게 된다. 우연히 만난 그들은 짧은 시간에 서로에게 빠져든다. 그림 같은 도시와 꿈같은 대화 속에서 발견한  서로를 향한 강한 이끌림은 풋풋한 사랑으로 물들어 간다. 밤새도록 계속된 그들의 사랑 이야기 끝에 해가 떠오르기 시작하고 그들은 헤어져야만 하는데...",1995-01-27,1995,101,en,"[""AT"",""US""]",/o7mLGNdzY1z6w2bQv0NJNOoVKks.jpg,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,https://www.youtube.com/watch?v=jGvcbSabADM,false
296,6537,터미네이터 3: 라이즈 오브 더 머신,Terminator 3: Rise of the Machines,"10여 년 전 미래로부터 파견된 강력한 T-1000의 살해 위협에서 벗어난 미래의 인류저항군 지도자 존 코너는 엄마인 사라 코너가 죽은 뒤 집과 신용카드, 핸드폰, 직업 등 모든 것을 버리고 은둔의 길을 택해 다가올 위협에 준비하며 홀로 살아가고 있다. 자신에 대한 모든 기록을 지워버리고 사는 것만이 스카이넷의 추적을 피하기 위한 유일한 방법이었기 때문. 기계들의 반란을 이끌어 인류를 멸망시키려 했던 고도로 발달된 네트워크 스카이넷의 목표는 미래 인간들의 지도자가 될 존 코너가 성장하기 전에 그를 암살해 기계들이 세상을 지배하는 날을 맞이하는 것인데...",2003-07-02,2003,108,en,"[""DE"",""GB"",""US""]",/vMUkXtSRkYWpmryuiuzOjpc1pJz.jpg,/voVkSwgFYv9GOpRNfUAwj6qYRTL.jpg,https://www.youtube.com/watch?v=ysQizA7Una8,false
